0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.04554226446460193,0.1316179393588956,0.19970727476419356,0.25869321672509127,0.32588992085576957,0.30553648223772184,0.296863141917531,0.3098478551552167,0.3331032488887283,0.4264392324093817,0.543493187813957,0.41617577969715586,0.3738932456362256,0.3652199053160349,0.37194174406418273,0.3959741245347115,0.4524953922879549,0.5779697155867153,0.759495500704709,0.6494886343102888,0.5362292652957971,0.5086914097791913,0.4630840952621879,0.4333417657475335
0.023873730620505226,0.053026634382566586,0.08701167287051427,0.09826171804416176,0.11214267644826714,0.09302880271764664,0.12107983086986376,0.12358425788731887,0.1557948755014275,0.1928444942358426,0.1386758700444509,0.18479635719706552,0.16950236709912905,0.15384698782118464,0.14223555346752917,0.13457048895956056,0.12997361858985942,0.1255863539445629,0.12135810053846988,0.3184669870984063,0.17862021611072965,0.16515124137183335,0.15117632178092588,0.14401358823316832
0.0822955440714105,0.28669726428390735,0.3686169636081096,0.41566983484514475,0.4735643814824185,0.5325792345777168,0.531314372447689,0.5198221965234361,0.5409634635539012,0.6422608507101297,0.6000144555672003,0.5287846481876333,0.5155578041993423,0.5201835857034441,0.5529254454121644,0.61454230060352,0.6871092479491164,0.7347042029561636,0.7302229771240649,0.6542228325683929,0.6559213617144303,0.6459470203462109,0.6205052220736511,0.6018936793032417
0.13250334284991508,0.20357413899027862,0.3480539192656572,0.4067796610169491,0.7532073289725705,0.6613421994145495,0.7328972570561237,0.9161577102381555,0.9500198764049005,0.8561309674388349,0.7149000758917279,0.8671894763470782,0.8930288027176466,0.9343355859925554,0.9665715008492646,0.9766542589714864,0.9641140544252106,0.9334682519605363,0.8583715803548841,0.9086408152939902,0.88045245925337,0.8636478623830004,0.8574681074048642,0.8607928878609376
0.12835098117162375,0.36116150482454557,0.37201402190018434,0.41729608615518055,0.5414332694879116,0.6145784395215207,0.6148314119475263,0.6190235264356185,0.7072386252755593,0.7021430378374472,0.6628600339705829,0.6216616674496765,0.6130244660474865,0.6366231795020056,0.6859166636550902,0.744136460554371,0.7868165227133099,0.798272559719562,0.778721405081132,0.7493043258284847,0.7220194427378844,0.7012034259694265,0.6868562755231108,0.6830616891330273
0.08404828159444906,0.2045679592353005,0.23448375555635867,0.29919771602038236,0.322818112825702,0.351183549564526,0.319955910520039,0.3471685157746377,0.39879296013877347,0.4215966173972751,0.41527230674713594,0.4013226843988291,0.40320190813487045,0.4184163926132052,0.44617108163781577,0.4705648512883524,0.48563478009468397,0.49112789563080483,0.4912363123848072,0.48530952983267683,0.46561381952224357,0.45596472841603125,0.431498680929493,0.4133930830110947
0.07601460012287233,0.1723139749195909,0.32547432329876047,0.3200390300314409,0.4081529399009794,0.38263886379241807,0.3561996313830364,0.3909869538506018,0.44053341042969174,0.404864298362907,0.37244768891619384,0.3835784756604388,0.3920711213906256,0.40739402262296265,0.4232228687073109,0.4366665462036067,0.45227855877995016,0.4818040547865997,0.548769469842073,0.5950995627190923,0.45321817064797076,0.43850963102164725,0.4401720212496838,0.44114777203570527
0.11168009829785695,0.31732138339778104,0.4804669148205703,0.575729102670666,0.6661125365906545,0.7490513534024791,0.718766940117813,0.7898883307433775,0.8689602833291171,0.9044487008058978,0.8277257778902101,0.8346644501463626,0.8230277185501067,0.8566730512088468,0.9054244515919194,0.9481767915868599,0.9689566694373171,0.9628491922951827,0.9309023887824799,0.9088215098839941,0.8771276787972968,0.8603592208449279,0.8530952983267681,0.8544324382927976
0.01624950308987749,0.08501680459687037,0.18268223049401902,0.19475624299808464,0.22019804127064435,0.26606194210545336,0.24451591919337937,0.23532940623757723,0.27856962162552856,0.36901449170611833,0.410863358751039,0.32032452748364715,0.2921144880922265,0.3075638755375664,0.35635141483863975,0.44020816016768455,0.5507932492501174,0.6338404828159445,0.6152650789635359,0.5642007878284124,0.4902605615987857,0.42362039680531965,0.3941671786346717,0.38191608543240213
0.06647031187886235,0.2142495753677135,0.30494380398250875,0.3045029091828991,0.3786635828123306,0.4550612554660114,0.4250298146073506,0.5476491633840483,0.6210473058436631,0.6537168877163818,0.4277763723754111,0.6022189295652489,0.5946297567850819,0.6209388890896607,0.6662209533446569,0.7094430992736077,0.7307650608940768,0.7201402190018431,0.6544035271583969,0.633045426619927,0.6821943551010083,0.64363412959416,0.6203968053196488,0.6133135773914928
0.08521918253767483,0.22521773698095482,0.2883560406201438,0.3393083011094648,0.38072350113837594,0.41400744461710814,0.37627841422427816,0.4132123884210907,0.4979942900509559,0.538686711719851,0.5003794586390083,0.472227241516389,0.46409598496621013,0.4921759242528279,0.5447580499439847,0.60272487441726,0.6455133533302013,0.6615590329225542,0.649958440244299,0.6247696143977449,0.572223627624589,0.5357594593617867,0.5348559864117669,0.5346030139857613
0.1053268765133172,0.215272306747136,0.25095226048932096,0.3278884030212135,0.4075747172129666,0.4366665462036067,0.43634129594159954,0.5231108380615085,0.6006649560912146,0.628817173213834,0.6439593798561671,0.5903292255429873,0.5948465902930866,0.6031585414332695,0.6133858552274944,0.6349246503559683,0.6959632828593112,0.831773336706299,0.9037620613638828,0.6871092479491164,0.6956380325973041,0.6611253659065448,0.6495609121462904,0.6241552527917315
0.12293014347150448,0.21637454374616025,0.2854793827472806,0.3640273210220086,0.42860756748942935,0.4278486502114127,0.38502403238047056,0.39662462505872575,0.42094611687326083,0.3922518159806296,0.3773987206823028,0.45043547396190964,0.45766325756206866,0.47092624046836035,0.48411694553865053,0.49199522966282394,0.4952838712008963,0.49658487224892484,0.48773083733873007,0.5353257923457772,0.5606953127823353,0.49915073542698135,0.4778287738065123,0.47316685338440967
0.03957211521087059,0.09893028802717647,0.13620396805319648,0.17405225687542916,0.17616999747027576,0.3007408478190163,0.21507354269813161,0.23614614578439524,0.3346680640381627,0.41238119330707235,0.3448339416717864,0.28941491091756716,0.276726536807488,0.2984857793357667,0.3554660113476203,0.44114777203570527,0.5262910628455784,0.5626106754363774,0.5305554551696722,0.47146832423837226,0.40034693361280765,0.38151855733439344,0.3772180260922988,0.3772903039283004
0.10340789996747497,0.20604242708973294,0.25857395829568863,0.33090238878247985,0.3747605796682447,0.36720754580607856,0.38263886379241807,0.44606266488381335,0.4573018683820607,0.45332658740197324,0.421271367135268,0.425861009721369,0.4523146976979509,0.47045643453435004,0.4840808066206498,0.49094720104080086,0.4915615626468144,0.4881283654367389,0.4824906942286148,0.4444725524917784,0.4759495500704709,0.4827075277366196,0.4758772722344693,0.46481876332622607
0.085681760688085,0.24215604784792746,0.31130786744244876,0.3273390914676015,0.31052003903003145,0.2924433522460338,0.3177839615481913,0.36966499223013266,0.3883126739185429,0.4223916735932926,0.43475118354956455,0.4374977413176249,0.4483394167178634,0.463409345524195,0.5029814607350656,0.5856673051208847,0.7337645910881428,0.8872827147555202,0.8020310071916448,0.6078927396913736,0.6492356618842832,0.5806439955187742,0.536409959885801,0.5158469155433487
0.064363412959416,0.24348957392215678,0.3639189042680062,0.38469878211846337,0.35028007661450616,0.43659426836760507,0.3995518774167901,0.414224278125113,0.4694806837483286,0.48740558707672293,0.5144374977413176,0.41183910953706043,0.39503451266669076,0.40255140761085617,0.43923240938166314,0.5190994181634202,0.6395865707780709,0.7328972570561237,0.7121535181236673,0.5471070796140364,0.5254960066495609,0.5086191319431896,0.5103899389252285,0.513317191283293
0.013596906508619134,0.02768132702106899,0.11505185934733116,0.08548299663908063,0.14016117957428353,0.19683784467493043,0.22809800874561814,0.26360810957319936,0.32531892595135703,0.35709226265765603,0.4247407032633443,0.29328538903545226,0.2547757580138051,0.2496223483068917,0.26706660402587545,0.3126269379494778,0.39601026345271223,0.5026923493910592,0.5585631166202883,0.49513931552889306,0.4344620722055582,0.3721585775721875,0.33646778215460227,0.31596617397275123
0.06343825665859563,0.2163094936937588,0.39181814896462,0.44230421741173076,0.5169310830833725,0.5274113693036031,0.5728018503126017,0.6326117596039175,0.6334790936359366,0.6112536590654476,0.597087203209136,0.6137111054895017,0.6308048137038778,0.6466697987062268,0.6560659173864335,0.6574391962704637,0.6527411369303603,0.6449351306421885,0.6356474287159843,0.6400202377940805,0.6597520870225145,0.6447544360521846,0.6296122294098515,0.6246611976437426
